frequency_relative_to_carrier_hz	psd_relative_db
4098.632812	-44.617101
4101.562500	-45.196227
4104.492188	-43.547693
4107.421875	-43.295490
4110.351562	-44.789361
4113.281250	-45.715901
4116.210938	-45.979965
4119.140625	-45.465287
4122.070312	-45.418363
4125.000000	-44.472419
4127.929688	-44.473910
4130.859375	-44.333957
4133.789062	-44.573001
4136.718750	-44.785800
4139.648438	-45.857814
4142.578125	-45.714975
4145.507812	-44.296238
4148.437500	-44.045607
4151.367188	-43.975132
4154.296875	-44.477378
4157.226562	-44.229101
4160.156250	-43.936965
4163.085938	-43.488853
4166.015625	-43.854737
4168.945312	-44.233785
4171.875000	-44.157088
4174.804688	-43.533746
4177.734375	-43.512579
4180.664062	-44.071530
4183.593750	-45.490427
4186.523438	-44.988674
4189.453125	-43.410828
4192.382812	-43.435899
4195.312500	-45.402183
4198.242188	-45.461683
4201.171875	-43.648421
4204.101562	-43.664036
4207.031250	-45.040787
4209.960938	-45.522580
4212.890625	-43.966379
4215.820312	-43.802894
4218.750000	-44.393901
4221.679688	-45.503348
4224.609375	-44.507968
4227.539062	-42.545633
4230.468750	-43.044288
4233.398438	-43.006653
4236.328125	-42.655652
4239.257812	-43.503379
4242.187500	-45.230659
4245.117188	-44.785660
4248.046875	-44.735931
4250.976562	-44.901773
4253.906250	-44.947082
4256.835938	-45.211582
4259.765625	-44.542819
4262.695312	-44.151143
4265.625000	-44.695428
4268.554688	-46.264998
4271.484375	-46.748749
4274.414062	-45.626358
4277.343750	-45.441156
4280.273438	-46.274524
4283.203125	-44.592144
4286.132812	-44.497589
4289.062500	-45.443733
4291.992188	-45.038854
4294.921875	-44.362071
4297.851562	-45.602406
4300.781250	-46.182356
4303.710938	-45.507726
4306.640625	-45.490370
4309.570312	-45.951758
4312.500000	-46.223393
4315.429688	-47.063326
4318.359375	-46.556480
4321.289062	-46.557996
4324.218750	-46.385994
4327.148438	-47.166018
4330.078125	-46.804476
4333.007812	-45.410455
4335.937500	-45.683317
4338.867188	-45.252285
4341.796875	-46.190102
4344.726562	-46.355129
4347.656250	-45.226731
4350.585938	-45.198450
4353.515625	-45.976510
4356.445312	-46.156971
4359.375000	-44.971098
4362.304688	-44.263497
4365.234375	-45.958158
4368.164062	-45.756034
4371.093750	-44.592932
4374.023438	-44.920325
4376.953125	-44.872167
4379.882812	-46.286267
4382.812500	-45.675470
4385.742188	-45.306642
4388.671875	-46.163352
4391.601562	-46.163276
4394.531250	-46.402342
4397.460938	-46.779050
4400.390625	-45.371097
4403.320312	-45.537541
4406.250000	-45.130643
4409.179688	-44.941462
4412.109375	-45.387953
4415.039062	-44.775318
4417.968750	-45.041021
4420.898438	-46.751483
4423.828125	-48.349528
4426.757812	-46.059680
4429.687500	-44.750856
4432.617188	-44.497393
4435.546875	-43.688728
4438.476562	-43.457539
4441.406250	-43.707655
4444.335938	-44.505362
4447.265625	-43.930058
4450.195312	-44.081476
4453.125000	-44.401662
4456.054688	-46.117155
4458.984375	-46.451549
4461.914062	-45.586387
4464.843750	-45.921572
4467.773438	-47.934024
4470.703125	-47.601094
4473.632812	-46.126477
4476.562500	-46.063428
4479.492188	-45.423654
4482.421875	-45.894913
4485.351562	-47.038336
4488.281250	-48.674591
4491.210938	-48.639576
4494.140625	-46.612633
4497.070312	-45.244847
4500.000000	-45.190905
4502.929688	-44.480976
4505.859375	-44.110718
4508.789062	-44.300250
4511.718750	-44.942381
4514.648438	-46.059455
4517.578125	-47.116811
4520.507812	-45.253561
4523.437500	-45.355854
4526.367188	-45.976860
4529.296875	-45.286328
4532.226562	-44.865902
4535.156250	-45.911603
4538.085938	-48.073215
4541.015625	-47.028624
4543.945312	-46.694336
4546.875000	-46.521260
4549.804688	-44.619878
4552.734375	-45.492834
4555.664062	-47.421338
4558.593750	-47.429898
4561.523438	-46.846012
4564.453125	-47.279553
4567.382812	-47.391167
4570.312500	-47.761685
4573.242188	-48.402732
4576.171875	-47.209619
4579.101562	-46.691400
4582.031250	-46.707843
4584.960938	-46.571186
4587.890625	-46.418413
4590.820312	-45.427308
4593.750000	-45.030464
4596.679688	-46.577073
4599.609375	-47.016585
4602.539062	-45.769355
4605.468750	-47.048001
4608.398438	-47.919588
4611.328125	-46.268515
4614.257812	-46.326344
4617.187500	-47.196746
4620.117188	-48.007701
4623.046875	-47.806066
4625.976562	-47.974595
4628.906250	-47.336083
4631.835938	-46.966317
4634.765625	-47.592542
4637.695312	-46.356818
4640.625000	-46.020802
4643.554688	-46.413660
4646.484375	-45.983620
4649.414062	-45.536328
4652.343750	-46.053835
4655.273438	-45.768863
4658.203125	-46.309682
4661.132812	-47.494552
4664.062500	-47.667991
4666.992188	-45.286779
4669.921875	-44.619607
4672.851562	-44.962368
4675.781250	-45.672809
4678.710938	-47.038374
4681.640625	-47.299336
4684.570312	-47.165839
4687.500000	-48.153772
4690.429688	-47.777648
4693.359375	-48.388714
4696.289062	-48.496931
4699.218750	-48.244705
4702.148438	-47.690314
4705.078125	-48.788895
4708.007812	-48.057444
4710.937500	-45.892748
4713.867188	-46.555453
4716.796875	-47.320337
4719.726562	-47.034507
4722.656250	-46.035800
4725.585938	-45.976754
4728.515625	-46.772950
4731.445312	-46.019699
4734.375000	-45.703630
4737.304688	-46.394299
4740.234375	-46.029931
4743.164062	-45.154987
4746.093750	-45.598901
4749.023438	-46.405069
4751.953125	-46.892763
4754.882812	-46.695125
4757.812500	-46.643110
4760.742188	-47.651728
4763.671875	-46.905833
4766.601562	-46.971945
4769.531250	-46.776894
4772.460938	-46.965428
4775.390625	-46.657133
4778.320312	-46.039146
4781.250000	-46.877947
4784.179688	-46.075669
4787.109375	-46.109594
4790.039062	-46.509400
4792.968750	-46.966696
4795.898438	-46.951124
4798.828125	-45.894859
4801.757812	-46.203605
4804.687500	-48.072642
4807.617188	-48.707283
4810.546875	-48.690211
4813.476562	-48.805639
4816.406250	-49.173759
4819.335938	-47.801261
4822.265625	-47.433903
4825.195312	-46.833196
4828.125000	-47.056230
4831.054688	-48.538327
4833.984375	-48.107659
4836.914062	-46.730342
4839.843750	-45.455458
4842.773438	-44.945516
4845.703125	-46.237853
4848.632812	-48.073463
4851.562500	-47.479824
4854.492188	-47.052356
4857.421875	-48.008404
4860.351562	-47.869989
4863.281250	-47.877118
4866.210938	-47.752316
4869.140625	-47.333871
4872.070312	-48.694382
4875.000000	-48.510153
4877.929688	-47.704457
4880.859375	-47.365837
4883.789062	-47.827252
4886.718750	-47.159050
4889.648438	-48.228999
4892.578125	-49.434899
4895.507812	-48.117298
4898.437500	-47.327392
4901.367188	-48.282653
4904.296875	-48.474894
4907.226562	-47.590829
4910.156250	-48.179057
4913.085938	-47.682405
4916.015625	-47.267272
4918.945312	-48.125561
4921.875000	-48.438901
4924.804688	-46.974947
4927.734375	-47.328023
4930.664062	-47.547254
4933.593750	-47.742563
4936.523438	-48.896453
4939.453125	-49.530442
4942.382812	-49.529510
4945.312500	-49.236036
4948.242188	-49.292249
4951.171875	-48.911667
4954.101562	-47.734986
4957.031250	-46.779911
4959.960938	-47.401776
4962.890625	-47.965808
4965.820312	-48.351287
4968.750000	-47.573417
4971.679688	-47.731345
4974.609375	-48.740282
4977.539062	-48.330635
4980.468750	-48.360105
4983.398438	-46.988926
4986.328125	-47.098468
4989.257812	-47.748002
4992.187500	-47.609002
4995.117188	-48.005870
4998.046875	-46.587061
5000.976562	-47.126857
5003.906250	-48.594113
5006.835938	-49.021135
5009.765625	-48.726097
5012.695312	-47.307987
5015.625000	-47.151755
5018.554688	-47.442008
5021.484375	-47.302746
5024.414062	-47.344388
5027.343750	-47.663272
5030.273438	-47.701987
5033.203125	-47.771047
5036.132812	-50.100067
5039.062500	-53.572625
5041.992188	-54.811737
5044.921875	-49.947074
5047.851562	-47.994293
5050.781250	-47.485149
5053.710938	-46.553589
5056.640625	-46.241781
5059.570312	-46.130178
5062.500000	-47.232924
5065.429688	-47.705024
5068.359375	-46.418185
5071.289062	-47.994926
5074.218750	-48.300857
5077.148438	-48.613835
5080.078125	-48.272083
5083.007812	-48.370367
5085.937500	-48.073244
5088.867188	-47.963547
5091.796875	-48.109261
5094.726562	-47.828270
5097.656250	-48.632463
5100.585938	-49.540813
5103.515625	-47.750440
5106.445312	-47.188410
5109.375000	-48.564512
5112.304688	-48.835562
5115.234375	-48.651133
5118.164062	-47.661842
5121.093750	-48.852308
5124.023438	-48.341678
5126.953125	-48.409734
5129.882812	-48.744255
5132.812500	-49.006365
5135.742188	-49.087218
5138.671875	-48.018602
5141.601562	-48.236551
5144.531250	-48.945925
5147.460938	-49.623673
5150.390625	-49.460947
5153.320312	-49.162140
5156.250000	-48.617114
5159.179688	-50.111091
5162.109375	-50.599187
5165.039062	-49.625069
5167.968750	-50.166888
5170.898438	-50.446163
5173.828125	-48.565704
5176.757812	-48.410295
5179.687500	-48.063412
5182.617188	-48.173000
5185.546875	-49.645545
5188.476562	-50.575200
5191.406250	-49.515477
5194.335938	-50.167872
5197.265625	-50.082276
5200.195312	-48.701733
5203.125000	-48.946469
5206.054688	-49.999214
5208.984375	-49.415374
5211.914062	-49.501499
5214.843750	-49.177455
5217.773438	-49.926009
5220.703125	-49.415653
5223.632812	-49.337678
5226.562500	-49.445597
5229.492188	-48.815821
5232.421875	-48.370502
5235.351562	-48.326278
5238.281250	-48.852919
5241.210938	-48.214334
5244.140625	-47.694807
5247.070312	-48.958903
5250.000000	-49.984500
5252.929688	-51.034170
5255.859375	-50.307842
5258.789062	-51.029410
5261.718750	-49.863061
5264.648438	-48.908333
5267.578125	-49.593863
5270.507812	-50.864838
5273.437500	-51.272037
5276.367188	-49.047516
5279.296875	-49.570248
5282.226562	-48.950939
5285.156250	-48.918290
5288.085938	-48.939392
5291.015625	-49.320372
5293.945312	-50.517341
5296.875000	-49.607042
5299.804688	-49.323577
5302.734375	-49.642744
5305.664062	-49.605224
5308.593750	-50.101515
5311.523438	-50.615498
5314.453125	-49.280301
5317.382812	-48.783927
5320.312500	-49.656573
5323.242188	-50.754937
5326.171875	-50.310381
5329.101562	-49.175988
5332.031250	-49.211773
5334.960938	-50.537744
5337.890625	-51.213543
5340.820312	-50.396946
5343.750000	-50.282040
5346.679688	-51.555949
5349.609375	-50.794040
5352.539062	-49.902969
5355.468750	-50.639902
5358.398438	-51.035009
5361.328125	-50.436126
5364.257812	-49.324961
5367.187500	-49.313963
5370.117188	-49.748834
5373.046875	-49.690674
5375.976562	-49.252177
5378.906250	-48.978777
5381.835938	-51.275182
5384.765625	-50.909787
5387.695312	-49.822624
5390.625000	-49.640655
5393.554688	-49.441262
5396.484375	-48.715373
5399.414062	-50.122961
5402.343750	-50.189467
5405.273438	-50.044030
5408.203125	-50.362006
5411.132812	-49.619106
5414.062500	-48.593465
5416.992188	-47.382498
5419.921875	-48.494788
5422.851562	-49.050700
5425.781250	-49.571421
5428.710938	-49.413704
5431.640625	-50.089300
5434.570312	-51.523189
5437.500000	-50.228418
5440.429688	-50.418917
5443.359375	-49.539431
5446.289062	-49.847583
5449.218750	-50.818570
5452.148438	-49.754118
5455.078125	-48.217652
5458.007812	-49.636510
5460.937500	-52.163777
5463.867188	-50.118336
5466.796875	-48.743979
5469.726562	-49.743065
5472.656250	-50.289184
5475.585938	-51.084065
5478.515625	-51.109902
5481.445312	-51.475432
5484.375000	-51.552960
5487.304688	-50.370744
5490.234375	-51.477939
5493.164062	-51.168338
5496.093750	-50.480800
5499.023438	-49.781995
5501.953125	-49.989915
5504.882812	-50.313144
5507.812500	-50.767119
5510.742188	-52.400313
5513.671875	-50.358989
5516.601562	-50.077839
5519.531250	-50.677269
5522.460938	-51.243063
5525.390625	-51.729529
5528.320312	-51.722571
5531.250000	-51.255126
5534.179688	-50.732217
5537.109375	-51.274838
5540.039062	-50.054485
5542.968750	-49.759571
5545.898438	-49.772914
5548.828125	-49.166032
5551.757812	-49.056017
5554.687500	-49.678282
5557.617188	-50.795248
5560.546875	-51.905166
5563.476562	-52.160604
5566.406250	-50.785182
5569.335938	-52.365634
5572.265625	-51.700136
5575.195312	-52.040641
5578.125000	-51.609596
5581.054688	-51.161518
5583.984375	-50.356497
5586.914062	-50.659135
5589.843750	-51.752262
5592.773438	-50.466665
5595.703125	-49.436766
5598.632812	-50.655337
5601.562500	-50.233798
5604.492188	-49.703004
5607.421875	-50.592196
5610.351562	-51.045701
5613.281250	-52.058698
5616.210938	-51.662610
5619.140625	-50.717646
5622.070312	-51.033359
5625.000000	-49.994517
5627.929688	-50.455242
5630.859375	-51.825580
5633.789062	-52.552121
5636.718750	-51.363326
5639.648438	-51.436672
5642.578125	-52.006711
5645.507812	-51.004848
5648.437500	-50.445072
5651.367188	-50.030648
5654.296875	-50.047538
5657.226562	-51.392513
5660.156250	-50.401603
5663.085938	-50.054257
5666.015625	-51.242405
5668.945312	-52.890296
5671.875000	-51.691750
5674.804688	-51.361748
5677.734375	-51.168500
5680.664062	-51.195894
5683.593750	-52.638368
5686.523438	-52.074839
5689.453125	-51.311154
5692.382812	-50.689439
5695.312500	-50.820995
5698.242188	-51.645292
5701.171875	-51.779898
5704.101562	-52.022535
5707.031250	-50.438296
5709.960938	-50.878858
5712.890625	-51.191094
5715.820312	-51.144469
5718.750000	-51.883968
5721.679688	-51.182523
5724.609375	-50.477634
5727.539062	-50.266917
5730.468750	-50.811328
5733.398438	-50.341715
5736.328125	-49.660474
5739.257812	-50.373149
5742.187500	-51.284995
5745.117188	-51.535308
5748.046875	-51.384297
5750.976562	-51.997226
5753.906250	-51.650729
5756.835938	-50.842950
5759.765625	-49.540427
5762.695312	-50.143803
5765.625000	-51.158677
5768.554688	-51.208340
5771.484375	-52.226260
5774.414062	-50.983918
5777.343750	-51.163124
5780.273438	-51.590080
5783.203125	-50.292414
5786.132812	-50.993235
5789.062500	-52.489290
5791.992188	-53.576573
5794.921875	-52.486194
5797.851562	-51.843558
5800.781250	-51.566870
5803.710938	-51.828159
5806.640625	-50.425487
5809.570312	-52.012354
5812.500000	-52.025238
5815.429688	-51.718088
5818.359375	-51.866956
5821.289062	-51.688415
5824.218750	-52.040753
5827.148438	-50.984379
5830.078125	-49.923372
5833.007812	-50.463866
5835.937500	-51.237880
5838.867188	-50.309625
5841.796875	-50.091136
5844.726562	-50.699106
5847.656250	-51.968144
5850.585938	-51.511897
5853.515625	-51.462297
5856.445312	-51.533451
5859.375000	-51.581737
5862.304688	-52.120416
5865.234375	-50.979561
5868.164062	-50.239156
5871.093750	-50.772728
5874.023438	-51.009563
5876.953125	-50.038677
5879.882812	-49.944857
5882.812500	-51.609233
5885.742188	-51.640809
5888.671875	-51.099416
5891.601562	-50.551519
5894.531250	-50.086973
5897.460938	-50.613665
5900.390625	-50.928811
5903.320312	-51.429624
5906.250000	-51.979674
5909.179688	-51.072796
5912.109375	-50.497575
5915.039062	-51.987091
5917.968750	-50.485332
5920.898438	-49.868968
5923.828125	-51.324538
5926.757812	-52.080228
5929.687500	-51.161508
5932.617188	-51.248690
5935.546875	-52.478857
5938.476562	-51.876292
5941.406250	-51.577925
5944.335938	-52.969355
5947.265625	-52.065967
5950.195312	-51.511644
5953.125000	-51.066959
5956.054688	-51.325061
5958.984375	-51.443035
5961.914062	-50.692582
5964.843750	-50.611684
5967.773438	-50.936994
5970.703125	-50.436661
5973.632812	-50.669867
5976.562500	-51.138469
5979.492188	-51.154898
5982.421875	-50.227746
5985.351562	-49.974970
5988.281250	-51.452534
5991.210938	-53.274473
5994.140625	-52.460351
5997.070312	-52.589126
6000.000000	-52.145677
6002.929688	-51.686278
6005.859375	-52.579038
6008.789062	-52.788954
6011.718750	-51.303424
6014.648438	-51.719577
6017.578125	-53.038315
6020.507812	-52.504550
6023.437500	-51.714780
6026.367188	-52.280974
6029.296875	-52.686080
6032.226562	-51.819847
6035.156250	-51.364453
6038.085938	-52.030281
6041.015625	-52.080950
6043.945312	-51.467266
6046.875000	-52.479702
6049.804688	-52.191681
6052.734375	-51.597661
6055.664062	-51.068731
6058.593750	-51.746968
6061.523438	-50.838495
6064.453125	-50.425839
6067.382812	-51.285820
6070.312500	-52.267041
6073.242188	-52.145029
6076.171875	-51.206679
6079.101562	-50.811279
6082.031250	-51.781627
6084.960938	-53.208155
6087.890625	-52.565878
6090.820312	-51.856710
6093.750000	-51.709740
6096.679688	-51.177484
6099.609375	-50.360588
6102.539062	-51.488235
6105.468750	-52.283928
6108.398438	-51.864537
6111.328125	-52.959101
6114.257812	-53.052351
6117.187500	-52.918834
6120.117188	-52.146746
6123.046875	-52.817365
6125.976562	-53.258412
6128.906250	-52.131701
6131.835938	-51.699012
6134.765625	-51.460397
6137.695312	-52.375164
6140.625000	-52.083511
6143.554688	-52.117376
6146.484375	-51.797312
6149.414062	-51.834191
6152.343750	-51.362680
6155.273438	-50.689980
6158.203125	-51.746321
6161.132812	-52.339463
6164.062500	-50.459007
6166.992188	-51.173824
6169.921875	-52.473226
6172.851562	-52.101842
6175.781250	-52.105791
6178.710938	-52.785890
6181.640625	-52.018400
6184.570312	-51.284928
6187.500000	-52.029843
6190.429688	-51.374241
6193.359375	-50.860484
6196.289062	-51.801056
6199.218750	-51.758217
6202.148438	-51.621202
6205.078125	-51.032821
6208.007812	-51.691904
6210.937500	-52.071068
6213.867188	-51.329423
6216.796875	-51.410329
6219.726562	-52.568321
6222.656250	-52.385871
6225.585938	-52.214095
6228.515625	-52.355708
6231.445312	-52.595493
6234.375000	-51.773480
6237.304688	-51.632865
6240.234375	-51.675633
6243.164062	-52.171376
6246.093750	-52.421949
6249.023438	-54.193384
6251.953125	-53.495111
6254.882812	-52.231872
6257.812500	-52.047949
6260.742188	-52.627351
6263.671875	-51.993528
6266.601562	-51.349598
6269.531250	-52.263536
6272.460938	-51.785282
6275.390625	-51.948370
6278.320312	-52.384147
6281.250000	-51.741556
6284.179688	-51.415733
6287.109375	-52.955859
6290.039062	-52.646152
6292.968750	-51.499885
6295.898438	-52.526135
6298.828125	-52.281558
6301.757812	-51.766283
6304.687500	-52.796299
6307.617188	-53.657932
6310.546875	-53.140923
6313.476562	-52.209912
6316.406250	-52.250496
6319.335938	-52.053474
6322.265625	-52.669387
6325.195312	-53.005910
6328.125000	-51.219699
6331.054688	-51.871210
6333.984375	-51.670207
6336.914062	-51.260002
6339.843750	-52.041132
6342.773438	-52.005491
6345.703125	-52.028367
6348.632812	-51.894266
6351.562500	-52.280011
6354.492188	-51.521029
6357.421875	-53.153325
6360.351562	-54.732047
6363.281250	-53.216654
6366.210938	-51.796669
6369.140625	-50.980707
6372.070312	-52.287688
6375.000000	-52.725578
6377.929688	-53.261435
6380.859375	-52.680083
6383.789062	-53.580552
6386.718750	-53.066916
6389.648438	-53.138241
6392.578125	-53.767992
6395.507812	-52.558040
6398.437500	-51.669337
6401.367188	-52.182333
6404.296875	-52.522907
6407.226562	-52.106471
6410.156250	-51.913064
6413.085938	-51.595739
6416.015625	-51.783796
6418.945312	-51.192478
6421.875000	-51.277974
6424.804688	-51.452415
6427.734375	-51.627693
6430.664062	-51.607519
6433.593750	-51.224146
6436.523438	-52.031849
6439.453125	-53.270000
6442.382812	-52.535659
6445.312500	-53.248319
6448.242188	-53.790940
6451.171875	-53.556753
6454.101562	-53.026453
6457.031250	-52.618810
6459.960938	-52.099278
6462.890625	-52.347005
6465.820312	-52.492851
6468.750000	-52.118878
6471.679688	-52.326342
6474.609375	-52.400741
6477.539062	-52.580623
6480.468750	-53.232441
6483.398438	-51.768383
6486.328125	-50.836466
6489.257812	-51.764761
6492.187500	-53.056974
6495.117188	-53.821431
6498.046875	-52.309559
6500.976562	-52.175611
6503.906250	-52.730728
6506.835938	-52.482793
6509.765625	-51.651580
6512.695312	-52.838713
6515.625000	-53.249949
6518.554688	-51.421531
6521.484375	-50.032227
6524.414062	-50.566959
6527.343750	-51.253667
6530.273438	-51.665700
6533.203125	-51.613458
6536.132812	-50.978094
6539.062500	-51.481264
6541.992188	-51.589166
6544.921875	-52.912452
6547.851562	-53.418359
6550.781250	-52.976020
6553.710938	-52.693942
6556.640625	-52.278487
6559.570312	-53.109037
6562.500000	-52.715943
6565.429688	-52.812049
6568.359375	-53.680934
6571.289062	-52.378858
6574.218750	-52.894417
6577.148438	-52.686247
6580.078125	-53.145562
6583.007812	-53.124578
6585.937500	-52.795870
6588.867188	-52.195089
6591.796875	-53.361994
6594.726562	-53.901438
6597.656250	-53.714867
6600.585938	-52.101923
6603.515625	-52.022952
6606.445312	-53.067934
6609.375000	-52.479446
6612.304688	-51.257167
6615.234375	-51.696658
6618.164062	-51.972882
6621.093750	-51.886727
6624.023438	-52.209807
6626.953125	-52.442036
6629.882812	-51.534021
6632.812500	-51.449398
6635.742188	-51.076085
6638.671875	-51.765107
6641.601562	-53.011101
6644.531250	-53.646875
6647.460938	-52.201962
6650.390625	-51.600043
6653.320312	-52.380560
6656.250000	-53.393922
6659.179688	-53.191001
6662.109375	-52.502667
6665.039062	-51.246523
6667.968750	-51.302343
6670.898438	-53.148612
6673.828125	-53.454884
6676.757812	-53.457777
6679.687500	-52.722365
6682.617188	-52.968649
6685.546875	-53.799662
6688.476562	-53.385512
6691.406250	-51.933582
6694.335938	-51.443480
6697.265625	-51.636731
6700.195312	-52.934656
6703.125000	-53.134201
6706.054688	-53.138651
6708.984375	-52.197639
6711.914062	-53.340665
6714.843750	-52.169628
6717.773438	-52.056768
6720.703125	-52.491270
6723.632812	-53.106780
6726.562500	-53.443545
6729.492188	-52.750458
6732.421875	-53.097583
6735.351562	-53.182226
6738.281250	-52.902715
6741.210938	-54.247066
6744.140625	-53.779325
6747.070312	-53.619945
6750.000000	-54.748718
6752.929688	-52.967332
6755.859375	-51.895009
6758.789062	-52.326897
6761.718750	-52.993161
6764.648438	-52.126334
6767.578125	-51.826010
6770.507812	-50.942210
6773.437500	-50.958802
6776.367188	-52.726580
6779.296875	-51.923221
6782.226562	-51.457867
6785.156250	-52.382313
6788.085938	-51.703194
6791.015625	-51.046602
6793.945312	-52.553062
6796.875000	-52.078782
6799.804688	-53.514129
6802.734375	-52.659541
6805.664062	-53.169485
6808.593750	-53.271070
6811.523438	-53.983448
6814.453125	-53.602421
6817.382812	-54.075195
6820.312500	-53.603433
6823.242188	-53.618019
6826.171875	-53.828804
6829.101562	-53.274670
6832.031250	-53.006678
6834.960938	-52.961504
6837.890625	-53.227418
6840.820312	-52.273593
6843.750000	-53.190259
6846.679688	-54.352896
6849.609375	-53.865468
6852.539062	-53.020998
6855.468750	-52.448665
6858.398438	-52.346724
6861.328125	-52.589347
6864.257812	-52.675357
6867.187500	-51.742013
6870.117188	-52.396555
6873.046875	-52.513621
6875.976562	-51.192104
6878.906250	-52.392846
6881.835938	-52.602896
6884.765625	-53.198325
6887.695312	-53.233875
6890.625000	-52.956078
6893.554688	-51.790028
6896.484375	-52.745236
6899.414062	-52.470131
6902.343750	-51.426784
6905.273438	-52.584522
6908.203125	-52.333393
6911.132812	-50.627457
6914.062500	-51.515875
6916.992188	-52.039269
6919.921875	-51.990462
6922.851562	-52.529346
6925.781250	-52.612097
6928.710938	-52.153034
6931.640625	-52.311066
6934.570312	-52.355911
6937.500000	-53.732869
6940.429688	-52.379564
6943.359375	-52.007445
6946.289062	-52.358095
6949.218750	-53.135118
6952.148438	-53.367106
6955.078125	-52.129232
6958.007812	-52.001996
6960.937500	-52.107963
6963.867188	-52.215561
6966.796875	-53.344793
6969.726562	-53.644105
6972.656250	-53.101892
6975.585938	-52.514877
6978.515625	-52.348452
6981.445312	-52.353517
6984.375000	-53.106560
6987.304688	-54.303481
6990.234375	-53.845820
6993.164062	-54.034596
6996.093750	-53.265895
6999.023438	-53.499858
7001.953125	-53.044998
7004.882812	-53.702857
7007.812500	-53.374719
7010.742188	-52.755932
7013.671875	-53.031543
7016.601562	-53.799446
7019.531250	-53.435210
7022.460938	-53.153481
7025.390625	-52.671743
7028.320312	-52.588932
7031.250000	-52.776171
7034.179688	-52.435377
7037.109375	-51.767383
7040.039062	-52.804148
7042.968750	-52.309203
7045.898438	-52.936416
7048.828125	-53.428986
7051.757812	-52.390069
7054.687500	-52.078686
7057.617188	-52.536789
7060.546875	-52.482915
7063.476562	-51.928006
7066.406250	-51.866542
7069.335938	-52.298365
7072.265625	-53.843021
7075.195312	-53.293135
7078.125000	-52.609285
7081.054688	-53.471480
7083.984375	-53.375416
7086.914062	-52.812691
7089.843750	-52.012402
7092.773438	-52.945527
7095.703125	-52.950502
7098.632812	-52.398017
7101.562500	-54.026208
7104.492188	-55.572664
7107.421875	-54.569005
7110.351562	-54.153840
7113.281250	-52.674474
7116.210938	-52.810854
7119.140625	-53.610395
7122.070312	-53.039352
7125.000000	-52.623421
7127.929688	-53.392413
7130.859375	-53.316586
7133.789062	-52.199092
7136.718750	-52.570027
7139.648438	-53.431582
7142.578125	-52.376178
7145.507812	-53.309748
7148.437500	-53.517925
7151.367188	-52.260365
7154.296875	-52.679468
7157.226562	-53.367475
7160.156250	-53.207600
7163.085938	-52.450659
7166.015625	-52.402377
7168.945312	-53.354149
7171.875000	-52.906183
7174.804688	-53.099875
7177.734375	-54.036643
7180.664062	-54.845322
7183.593750	-54.126407
7186.523438	-53.401790
7189.453125	-52.288232
7192.382812	-52.933237
7195.312500	-54.066195
7198.242188	-52.984707
7201.171875	-54.371266
7204.101562	-53.470242
7207.031250	-54.107160
7209.960938	-53.884325
7212.890625	-53.085341
7215.820312	-52.497049
7218.750000	-52.608588
7221.679688	-52.406379
7224.609375	-52.730689
7227.539062	-52.413169
7230.468750	-52.606874
7233.398438	-53.125668
7236.328125	-52.070090
7239.257812	-52.728429
7242.187500	-54.291758
7245.117188	-52.708498
7248.046875	-52.574770
7250.976562	-53.623643
7253.906250	-52.797531
7256.835938	-52.149420
7259.765625	-53.548656
7262.695312	-54.397376
7265.625000	-53.338956
7268.554688	-52.005325
7271.484375	-52.180203
7274.414062	-53.315934
7277.343750	-53.322890
7280.273438	-54.328655
7283.203125	-53.520268
7286.132812	-52.478781
7289.062500	-53.074479
7291.992188	-53.402899
7294.921875	-52.794392
7297.851562	-52.553068
7300.781250	-53.252648
7303.710938	-53.023842
7306.640625	-53.607963
7309.570312	-53.996963
7312.500000	-53.711349
7315.429688	-52.489829
7318.359375	-54.024810
7321.289062	-53.722553
7324.218750	-53.005475
7327.148438	-54.401943
7330.078125	-53.119814
7333.007812	-52.753717
7335.937500	-52.835458
7338.867188	-52.554154
7341.796875	-54.311863
7344.726562	-54.238052
7347.656250	-52.607745
7350.585938	-53.321366
7353.515625	-54.816041
7356.445312	-53.185881
7359.375000	-52.825463
7362.304688	-53.710744
7365.234375	-52.916356
7368.164062	-51.912710
7371.093750	-52.541759
7374.023438	-52.695159
7376.953125	-53.503836
7379.882812	-53.474582
7382.812500	-53.021003
7385.742188	-52.725229
7388.671875	-52.723947
7391.601562	-52.728505
7394.531250	-52.476401
7397.460938	-52.512054
7400.390625	-52.882567
7403.320312	-52.490651
7406.250000	-53.343627
7409.179688	-53.226303
7412.109375	-52.397212
7415.039062	-52.739936
7417.968750	-52.347517
7420.898438	-52.323953
7423.828125	-53.089210
7426.757812	-54.043963
7429.687500	-53.996226
7432.617188	-53.582547
7435.546875	-52.705334
7438.476562	-52.618353
7441.406250	-53.432020
7444.335938	-52.444253
7447.265625	-51.981511
7450.195312	-52.745682
7453.125000	-52.591946
7456.054688	-53.173672
7458.984375	-54.127516
7461.914062	-53.770979
7464.843750	-52.683833
7467.773438	-52.605241
7470.703125	-52.319325
7473.632812	-51.167704
7476.562500	-51.972404
7479.492188	-52.961573
7482.421875	-53.830783
7485.351562	-53.318420
7488.281250	-53.468293
7491.210938	-52.861066
7494.140625	-52.493103
7497.070312	-52.808439
7500.000000	-52.848364
7502.929688	-53.462353
7505.859375	-53.153295
