frequency_relative_to_carrier_hz	psd_relative_db
-21919.921875	-55.536299
-21916.992188	-54.751137
-21914.062500	-55.097406
-21911.132812	-54.398492
-21908.203125	-55.143148
-21905.273438	-54.557089
-21902.343750	-54.681392
-21899.414062	-54.519014
-21896.484375	-53.964100
-21893.554688	-54.172481
-21890.625000	-54.193551
-21887.695312	-54.047702
-21884.765625	-54.515794
-21881.835938	-54.792557
-21878.906250	-55.116267
-21875.976562	-53.880977
-21873.046875	-54.146182
-21870.117188	-55.221538
-21867.187500	-55.040685
-21864.257812	-55.619159
-21861.328125	-54.814666
-21858.398438	-54.705745
-21855.468750	-54.871217
-21852.539062	-54.178402
-21849.609375	-53.782775
-21846.679688	-54.207481
-21843.750000	-54.917225
-21840.820312	-54.843762
-21837.890625	-54.969275
-21834.960938	-53.819253
-21832.031250	-54.322265
-21829.101562	-55.343370
-21826.171875	-54.372363
-21823.242188	-54.498699
-21820.312500	-54.622619
-21817.382812	-54.664870
-21814.453125	-55.143481
-21811.523438	-54.342894
-21808.593750	-54.648506
-21805.664062	-54.917508
-21802.734375	-54.980935
-21799.804688	-54.599034
-21796.875000	-55.292816
-21793.945312	-55.046028
-21791.015625	-54.772518
-21788.085938	-55.695406
-21785.156250	-54.422779
-21782.226562	-54.681251
-21779.296875	-54.710119
-21776.367188	-54.328348
-21773.437500	-54.351153
-21770.507812	-55.342566
-21767.578125	-54.727726
-21764.648438	-54.355092
-21761.718750	-54.196262
-21758.789062	-53.428818
-21755.859375	-53.997702
-21752.929688	-54.863789
-21750.000000	-55.732643
-21747.070312	-55.514759
-21744.140625	-55.451374
-21741.210938	-54.537005
-21738.281250	-54.523890
-21735.351562	-54.792997
-21732.421875	-54.986123
-21729.492188	-54.725626
-21726.562500	-56.065079
-21723.632812	-54.895505
-21720.703125	-54.071409
-21717.773438	-55.265310
-21714.843750	-55.551558
-21711.914062	-54.534937
-21708.984375	-54.516242
-21706.054688	-55.169092
-21703.125000	-55.037409
-21700.195312	-55.604612
-21697.265625	-55.599937
-21694.335938	-55.851320
-21691.406250	-55.099349
-21688.476562	-54.469493
-21685.546875	-54.621460
-21682.617188	-55.713326
-21679.687500	-55.361757
-21676.757812	-55.085735
-21673.828125	-55.097105
-21670.898438	-55.129214
-21667.968750	-54.671625
-21665.039062	-54.937821
-21662.109375	-54.992584
-21659.179688	-54.335198
-21656.250000	-54.332892
-21653.320312	-55.487659
-21650.390625	-55.133828
-21647.460938	-54.876838
-21644.531250	-54.531857
-21641.601562	-54.263286
-21638.671875	-53.373387
-21635.742188	-53.514743
-21632.812500	-54.249694
-21629.882812	-54.747695
-21626.953125	-55.845848
-21624.023438	-55.235413
-21621.093750	-55.159457
-21618.164062	-55.305311
-21615.234375	-55.263589
-21612.304688	-54.290648
-21609.375000	-54.734521
-21606.445312	-54.244826
-21603.515625	-53.923776
-21600.585938	-55.331085
-21597.656250	-54.591567
-21594.726562	-54.016799
-21591.796875	-53.919743
-21588.867188	-54.661031
-21585.937500	-54.878454
-21583.007812	-54.523825
-21580.078125	-53.892268
-21577.148438	-53.530462
-21574.218750	-54.597867
-21571.289062	-54.093065
-21568.359375	-53.578432
-21565.429688	-53.484637
-21562.500000	-53.977954
-21559.570312	-54.955613
-21556.640625	-54.262343
-21553.710938	-54.442160
-21550.781250	-53.839186
-21547.851562	-54.854162
-21544.921875	-55.896954
-21541.992188	-55.048691
-21539.062500	-54.614956
-21536.132812	-54.671984
-21533.203125	-54.773585
-21530.273438	-54.785478
-21527.343750	-54.078032
-21524.414062	-54.567379
-21521.484375	-54.645773
-21518.554688	-54.298078
-21515.625000	-55.292193
-21512.695312	-54.723279
-21509.765625	-54.675686
-21506.835938	-55.156245
-21503.906250	-55.361224
-21500.976562	-54.415124
-21498.046875	-55.297150
-21495.117188	-54.833599
-21492.187500	-54.300692
-21489.257812	-54.991759
-21486.328125	-54.519296
-21483.398438	-53.605366
-21480.468750	-54.502607
-21477.539062	-54.453189
-21474.609375	-55.270998
-21471.679688	-55.208049
-21468.750000	-55.172824
-21465.820312	-54.001199
-21462.890625	-53.813995
-21459.960938	-54.283479
-21457.031250	-54.096133
-21454.101562	-55.985273
-21451.171875	-56.253642
-21448.242188	-54.642346
-21445.312500	-54.770028
-21442.382812	-55.550664
-21439.453125	-54.877267
-21436.523438	-53.192452
-21433.593750	-53.921321
-21430.664062	-54.081326
-21427.734375	-53.701132
-21424.804688	-53.826665
-21421.875000	-53.644083
-21418.945312	-54.863081
-21416.015625	-54.786954
-21413.085938	-53.942710
-21410.156250	-54.074602
-21407.226562	-54.539364
-21404.296875	-54.057311
-21401.367188	-54.706270
-21398.437500	-54.246151
-21395.507812	-54.323550
-21392.578125	-54.838030
-21389.648438	-54.672871
-21386.718750	-54.353569
-21383.789062	-54.501550
-21380.859375	-55.593000
-21377.929688	-55.913108
-21375.000000	-55.708375
-21372.070312	-54.691539
-21369.140625	-54.174057
-21366.210938	-54.467190
-21363.281250	-54.688105
-21360.351562	-54.081775
-21357.421875	-53.892736
-21354.492188	-55.059803
-21351.562500	-54.968157
-21348.632812	-54.418575
-21345.703125	-55.618278
-21342.773438	-55.885738
-21339.843750	-56.084686
-21336.914062	-55.873293
-21333.984375	-55.089824
-21331.054688	-55.028823
-21328.125000	-53.761914
-21325.195312	-54.109494
-21322.265625	-54.368171
-21319.335938	-54.410766
-21316.406250	-54.809769
-21313.476562	-54.516049
-21310.546875	-55.184161
-21307.617188	-54.962077
-21304.687500	-54.466158
-21301.757812	-55.161971
-21298.828125	-55.812986
-21295.898438	-53.658592
-21292.968750	-53.745806
-21290.039062	-54.175546
-21287.109375	-54.050852
-21284.179688	-54.812240
-21281.250000	-55.027009
-21278.320312	-54.485116
-21275.390625	-54.452112
-21272.460938	-54.094796
-21269.531250	-54.916633
-21266.601562	-54.574808
-21263.671875	-53.726581
-21260.742188	-53.839263
-21257.812500	-54.678812
-21254.882812	-54.503038
-21251.953125	-55.516258
-21249.023438	-54.357082
-21246.093750	-53.941208
-21243.164062	-54.562412
-21240.234375	-55.038188
-21237.304688	-54.416156
-21234.375000	-55.267604
-21231.445312	-55.740379
-21228.515625	-54.845984
-21225.585938	-54.812234
-21222.656250	-54.346749
-21219.726562	-54.025378
-21216.796875	-55.149300
-21213.867188	-55.229770
-21210.937500	-54.136537
-21208.007812	-53.137639
-21205.078125	-55.164074
-21202.148438	-55.690344
-21199.218750	-54.349024
-21196.289062	-55.447962
-21193.359375	-55.360532
-21190.429688	-54.817982
-21187.500000	-54.519504
-21184.570312	-55.425022
-21181.640625	-54.721614
-21178.710938	-54.958434
-21175.781250	-54.453956
-21172.851562	-54.216133
-21169.921875	-53.863442
-21166.992188	-54.707707
-21164.062500	-55.984246
-21161.132812	-55.236344
-21158.203125	-54.169216
-21155.273438	-53.939648
-21152.343750	-53.878200
-21149.414062	-53.625987
-21146.484375	-54.352486
-21143.554688	-54.593596
-21140.625000	-54.577414
-21137.695312	-56.034098
-21134.765625	-56.212337
-21131.835938	-56.241721
-21128.906250	-55.149348
-21125.976562	-55.160080
-21123.046875	-55.283662
-21120.117188	-55.551081
-21117.187500	-54.494116
-21114.257812	-54.763913
-21111.328125	-55.507965
-21108.398438	-54.877049
-21105.468750	-54.767169
-21102.539062	-54.683615
-21099.609375	-54.877641
-21096.679688	-55.161224
-21093.750000	-54.208395
-21090.820312	-53.906810
-21087.890625	-54.451017
-21084.960938	-54.640375
-21082.031250	-53.860155
-21079.101562	-54.041164
-21076.171875	-55.187523
-21073.242188	-55.348250
-21070.312500	-54.472487
-21067.382812	-54.070466
-21064.453125	-54.320231
-21061.523438	-54.413087
-21058.593750	-55.079016
-21055.664062	-54.412605
-21052.734375	-53.454212
-21049.804688	-53.921994
-21046.875000	-55.090152
-21043.945312	-55.268143
-21041.015625	-55.258874
-21038.085938	-55.065179
-21035.156250	-54.762196
-21032.226562	-54.519510
-21029.296875	-54.062492
-21026.367188	-54.402557
-21023.437500	-54.673224
-21020.507812	-54.468055
-21017.578125	-54.435803
-21014.648438	-54.090567
-21011.718750	-54.161471
-21008.789062	-53.849207
-21005.859375	-54.833706
-21002.929688	-55.567568
-21000.000000	-55.455413
-20997.070312	-55.417525
-20994.140625	-54.425756
-20991.210938	-55.622101
-20988.281250	-54.356928
-20985.351562	-53.542947
-20982.421875	-54.173117
-20979.492188	-54.754902
-20976.562500	-54.824425
-20973.632812	-55.299480
-20970.703125	-55.080760
-20967.773438	-55.276122
-20964.843750	-55.331658
-20961.914062	-54.131107
-20958.984375	-54.006523
-20956.054688	-54.020974
-20953.125000	-53.446810
-20950.195312	-53.870913
-20947.265625	-53.584364
-20944.335938	-53.793105
-20941.406250	-54.931914
-20938.476562	-54.332998
-20935.546875	-53.671732
-20932.617188	-54.593844
-20929.687500	-55.450784
-20926.757812	-54.907383
-20923.828125	-54.241393
-20920.898438	-54.919453
-20917.968750	-54.570510
-20915.039062	-53.965370
-20912.109375	-55.124075
-20909.179688	-55.552998
-20906.250000	-55.142640
-20903.320312	-54.768318
-20900.390625	-54.578725
-20897.460938	-54.717710
-20894.531250	-55.181613
-20891.601562	-54.811219
-20888.671875	-54.295454
-20885.742188	-55.453990
-20882.812500	-54.857540
-20879.882812	-54.853286
-20876.953125	-54.845377
-20874.023438	-53.941479
-20871.093750	-54.029709
-20868.164062	-54.011469
-20865.234375	-54.565589
-20862.304688	-53.485245
-20859.375000	-53.848393
-20856.445312	-55.142735
-20853.515625	-55.291492
-20850.585938	-54.255956
-20847.656250	-54.122757
-20844.726562	-54.167851
-20841.796875	-54.357272
-20838.867188	-54.593182
-20835.937500	-54.235226
-20833.007812	-54.862599
-20830.078125	-56.091529
-20827.148438	-54.897021
-20824.218750	-55.323740
-20821.289062	-54.910290
-20818.359375	-54.347046
-20815.429688	-54.158514
-20812.500000	-55.183092
-20809.570312	-56.515268
-20806.640625	-55.768421
-20803.710938	-54.994807
-20800.781250	-54.616476
-20797.851562	-55.244516
-20794.921875	-55.698566
-20791.992188	-55.625661
-20789.062500	-55.015545
-20786.132812	-54.572374
-20783.203125	-54.381368
-20780.273438	-53.648333
-20777.343750	-54.840296
-20774.414062	-55.118211
-20771.484375	-55.070021
-20768.554688	-53.662885
-20765.625000	-53.834270
-20762.695312	-53.514612
-20759.765625	-54.409163
-20756.835938	-55.176556
-20753.906250	-55.251707
-20750.976562	-55.267883
-20748.046875	-55.221331
-20745.117188	-54.104284
-20742.187500	-54.193536
-20739.257812	-54.263345
-20736.328125	-55.564332
-20733.398438	-55.538817
-20730.468750	-55.216405
-20727.539062	-54.401639
-20724.609375	-53.822345
-20721.679688	-54.296785
-20718.750000	-54.722197
-20715.820312	-54.907945
-20712.890625	-54.078865
-20709.960938	-53.912025
-20707.031250	-54.535971
-20704.101562	-54.218162
-20701.171875	-53.408668
-20698.242188	-54.498737
-20695.312500	-54.872823
-20692.382812	-54.846588
-20689.453125	-54.180192
-20686.523438	-55.075703
-20683.593750	-55.184416
-20680.664062	-55.247691
-20677.734375	-54.712951
-20674.804688	-54.207721
-20671.875000	-53.728898
-20668.945312	-54.067468
-20666.015625	-54.242334
-20663.085938	-53.634556
-20660.156250	-54.591201
-20657.226562	-54.757049
-20654.296875	-53.976653
-20651.367188	-55.053594
-20648.437500	-54.586283
-20645.507812	-54.022811
-20642.578125	-53.701058
-20639.648438	-54.128381
-20636.718750	-54.683459
-20633.789062	-55.206833
-20630.859375	-54.946553
-20627.929688	-54.108341
-20625.000000	-55.081805
-20622.070312	-55.401017
-20619.140625	-55.431957
-20616.210938	-57.444860
-20613.281250	-55.665759
-20610.351562	-53.704936
-20607.421875	-53.847722
-20604.492188	-54.536786
-20601.562500	-54.445655
-20598.632812	-54.363747
-20595.703125	-54.516981
-20592.773438	-55.086832
-20589.843750	-56.470270
-20586.914062	-55.925836
-20583.984375	-55.388782
-20581.054688	-54.241107
-20578.125000	-54.214256
-20575.195312	-54.565902
-20572.265625	-55.453162
-20569.335938	-55.547639
-20566.406250	-55.184661
-20563.476562	-55.719040
-20560.546875	-55.726647
-20557.617188	-54.386916
-20554.687500	-54.997581
-20551.757812	-54.914313
-20548.828125	-53.533300
-20545.898438	-53.685930
-20542.968750	-53.783163
-20540.039062	-54.402403
-20537.109375	-55.123803
-20534.179688	-55.494649
-20531.250000	-55.513412
-20528.320312	-54.501065
-20525.390625	-54.254146
-20522.460938	-55.024205
-20519.531250	-55.105216
-20516.601562	-54.892017
-20513.671875	-54.441364
-20510.742188	-54.192708
-20507.812500	-53.321805
-20504.882812	-54.069625
-20501.953125	-54.591482
-20499.023438	-56.278631
-20496.093750	-55.662879
-20493.164062	-55.457918
-20490.234375	-55.262365
-20487.304688	-54.427540
-20484.375000	-54.854232
-20481.445312	-54.499284
-20478.515625	-54.360168
-20475.585938	-54.206356
-20472.656250	-55.475555
-20469.726562	-56.286449
-20466.796875	-56.216353
-20463.867188	-55.443339
-20460.937500	-54.864211
-20458.007812	-55.115207
-20455.078125	-53.970997
-20452.148438	-55.039211
-20449.218750	-55.818001
-20446.289062	-54.845127
-20443.359375	-54.797791
-20440.429688	-55.107078
-20437.500000	-54.235910
-20434.570312	-54.851460
-20431.640625	-55.291043
-20428.710938	-55.351643
-20425.781250	-54.614137
-20422.851562	-54.244070
-20419.921875	-55.030062
-20416.992188	-54.510857
-20414.062500	-54.767310
-20411.132812	-54.585569
-20408.203125	-53.518763
-20405.273438	-54.243630
-20402.343750	-55.171183
-20399.414062	-55.328105
-20396.484375	-54.453169
-20393.554688	-55.178527
-20390.625000	-55.209967
-20387.695312	-54.633708
-20384.765625	-54.122399
-20381.835938	-54.929808
-20378.906250	-55.301376
-20375.976562	-54.733760
-20373.046875	-54.484670
-20370.117188	-54.559853
-20367.187500	-54.311847
-20364.257812	-53.626848
-20361.328125	-54.448635
-20358.398438	-54.506562
-20355.468750	-54.810820
-20352.539062	-54.970719
-20349.609375	-55.276523
-20346.679688	-55.436731
-20343.750000	-54.365963
-20340.820312	-54.963612
-20337.890625	-54.511804
-20334.960938	-53.874591
-20332.031250	-54.815810
-20329.101562	-55.782303
-20326.171875	-56.471887
-20323.242188	-54.484534
-20320.312500	-53.978324
-20317.382812	-53.490617
-20314.453125	-54.189921
-20311.523438	-54.742591
-20308.593750	-54.936716
-20305.664062	-55.249688
-20302.734375	-54.109589
-20299.804688	-53.057898
-20296.875000	-53.643874
-20293.945312	-53.879111
-20291.015625	-54.915090
-20288.085938	-55.290384
-20285.156250	-54.709862
-20282.226562	-54.222315
-20279.296875	-55.244978
-20276.367188	-54.683622
-20273.437500	-53.927272
-20270.507812	-54.603823
-20267.578125	-54.437745
-20264.648438	-54.059502
-20261.718750	-53.485051
-20258.789062	-54.210889
-20255.859375	-54.239201
-20252.929688	-54.440530
-20250.000000	-54.140680
-20247.070312	-53.814958
-20244.140625	-54.517850
-20241.210938	-54.892075
-20238.281250	-55.277585
-20235.351562	-55.551432
-20232.421875	-56.183706
-20229.492188	-55.748158
-20226.562500	-54.863784
-20223.632812	-55.161709
-20220.703125	-55.309463
-20217.773438	-55.622540
-20214.843750	-55.074569
-20211.914062	-54.123669
-20208.984375	-54.409583
-20206.054688	-54.889330
-20203.125000	-54.265837
-20200.195312	-54.419941
-20197.265625	-55.454748
-20194.335938	-54.092248
-20191.406250	-54.173330
-20188.476562	-54.346804
-20185.546875	-54.976059
-20182.617188	-55.205991
-20179.687500	-53.980695
-20176.757812	-54.193251
-20173.828125	-54.766838
-20170.898438	-54.429463
-20167.968750	-54.646749
-20165.039062	-54.770201
-20162.109375	-54.447757
-20159.179688	-55.022271
-20156.250000	-54.299766
-20153.320312	-54.587586
-20150.390625	-53.956039
-20147.460938	-53.820362
-20144.531250	-54.414663
-20141.601562	-55.450092
-20138.671875	-55.267369
-20135.742188	-55.636907
-20132.812500	-54.692730
-20129.882812	-53.172116
-20126.953125	-54.264807
-20124.023438	-54.801531
-20121.093750	-53.899350
-20118.164062	-54.459617
-20115.234375	-55.144294
-20112.304688	-54.847204
-20109.375000	-55.073205
-20106.445312	-54.159130
-20103.515625	-55.217486
-20100.585938	-54.593771
-20097.656250	-54.872648
-20094.726562	-54.669816
-20091.796875	-53.614520
-20088.867188	-54.735251
-20085.937500	-54.137698
-20083.007812	-53.715035
-20080.078125	-54.437304
-20077.148438	-54.168858
-20074.218750	-54.591621
-20071.289062	-55.262195
-20068.359375	-54.364028
-20065.429688	-54.095398
-20062.500000	-55.013298
-20059.570312	-55.124798
-20056.640625	-55.298899
-20053.710938	-55.480431
-20050.781250	-55.691140
-20047.851562	-55.290834
-20044.921875	-54.249001
-20041.992188	-53.380202
-20039.062500	-53.899080
-20036.132812	-56.119696
-20033.203125	-55.821644
-20030.273438	-55.882634
-20027.343750	-56.697730
-20024.414062	-55.045044
-20021.484375	-53.609362
-20018.554688	-53.838028
-20015.625000	-55.132353
-20012.695312	-55.078191
-20009.765625	-54.039425
-20006.835938	-54.120027
-20003.906250	-54.805105
-20000.976562	-56.145088
-19998.046875	-55.577682
-19995.117188	-54.142385
-19992.187500	-53.692035
-19989.257812	-54.010457
-19986.328125	-54.423703
-19983.398438	-54.458933
-19980.468750	-54.800734
-19977.539062	-54.806165
-19974.609375	-54.545490
-19971.679688	-54.613525
-19968.750000	-54.334284
-19965.820312	-53.893873
-19962.890625	-53.348133
-19959.960938	-54.231217
-19957.031250	-55.396654
-19954.101562	-54.526643
-19951.171875	-54.388809
-19948.242188	-54.759636
-19945.312500	-53.713237
-19942.382812	-54.052977
-19939.453125	-54.434253
-19936.523438	-54.252702
-19933.593750	-53.940641
-19930.664062	-53.636910
-19927.734375	-54.569456
-19924.804688	-54.331839
-19921.875000	-54.159754
-19918.945312	-54.490497
-19916.015625	-54.245175
-19913.085938	-54.272123
-19910.156250	-54.604001
-19907.226562	-54.122863
-19904.296875	-54.119259
-19901.367188	-54.196101
-19898.437500	-54.829623
-19895.507812	-54.463017
-19892.578125	-54.720599
-19889.648438	-54.959377
-19886.718750	-55.646238
-19883.789062	-55.651885
-19880.859375	-55.458494
-19877.929688	-55.479911
-19875.000000	-54.672210
-19872.070312	-55.068064
-19869.140625	-55.846619
-19866.210938	-54.445899
-19863.281250	-53.675058
-19860.351562	-54.049348
-19857.421875	-54.854854
-19854.492188	-55.379370
-19851.562500	-55.302167
-19848.632812	-55.301843
-19845.703125	-55.502824
-19842.773438	-55.700544
-19839.843750	-54.577366
-19836.914062	-54.868762
-19833.984375	-56.355216
-19831.054688	-55.151486
-19828.125000	-53.551879
-19825.195312	-53.484902
-19822.265625	-54.290354
-19819.335938	-53.611974
-19816.406250	-53.886905
-19813.476562	-53.939681
-19810.546875	-54.337792
-19807.617188	-54.729283
-19804.687500	-54.964119
-19801.757812	-53.444673
-19798.828125	-53.097956
-19795.898438	-54.387804
-19792.968750	-54.391114
-19790.039062	-54.754692
-19787.109375	-55.622932
-19784.179688	-53.728689
-19781.250000	-53.961349
-19778.320312	-54.516332
-19775.390625	-53.706113
-19772.460938	-54.186192
-19769.531250	-55.044646
-19766.601562	-55.199991
-19763.671875	-53.754396
-19760.742188	-53.740685
-19757.812500	-53.307788
-19754.882812	-54.673940
-19751.953125	-54.843276
-19749.023438	-54.639800
-19746.093750	-54.492507
-19743.164062	-54.620085
-19740.234375	-54.509486
-19737.304688	-54.213366
-19734.375000	-55.088279
-19731.445312	-56.338900
-19728.515625	-55.347220
-19725.585938	-54.976442
-19722.656250	-54.980530
-19719.726562	-54.056649
-19716.796875	-53.658637
-19713.867188	-53.859011
-19710.937500	-54.232140
-19708.007812	-53.698504
-19705.078125	-53.240780
-19702.148438	-53.256795
-19699.218750	-54.872797
-19696.289062	-54.896979
-19693.359375	-55.002419
-19690.429688	-55.208625
-19687.500000	-54.444494
-19684.570312	-54.606871
-19681.640625	-55.032755
-19678.710938	-54.484939
-19675.781250	-54.984285
-19672.851562	-53.927112
-19669.921875	-54.029010
-19666.992188	-53.917918
-19664.062500	-54.643373
-19661.132812	-55.735053
-19658.203125	-54.708139
-19655.273438	-54.034327
-19652.343750	-53.685414
-19649.414062	-54.106474
-19646.484375	-53.537258
-19643.554688	-54.139249
-19640.625000	-54.019266
-19637.695312	-54.450959
-19634.765625	-55.351673
-19631.835938	-55.794817
-19628.906250	-56.045428
-19625.976562	-55.021120
-19623.046875	-55.776341
-19620.117188	-54.642443
-19617.187500	-54.276400
-19614.257812	-54.906817
-19611.328125	-54.991403
-19608.398438	-54.318912
-19605.468750	-54.356981
-19602.539062	-54.487915
-19599.609375	-53.893362
-19596.679688	-54.078297
-19593.750000	-54.835261
-19590.820312	-54.565687
-19587.890625	-53.970014
-19584.960938	-54.305069
-19582.031250	-54.468611
-19579.101562	-55.040643
-19576.171875	-55.288564
-19573.242188	-56.027269
-19570.312500	-55.386361
-19567.382812	-55.324985
-19564.453125	-55.336187
-19561.523438	-55.196789
-19558.593750	-55.116710
-19555.664062	-54.473849
-19552.734375	-55.319967
-19549.804688	-54.913033
-19546.875000	-53.941268
-19543.945312	-53.515429
-19541.015625	-54.040831
-19538.085938	-54.377967
-19535.156250	-54.161850
-19532.226562	-54.846108
-19529.296875	-55.070943
-19526.367188	-54.708699
-19523.437500	-54.399659
-19520.507812	-53.948243
-19517.578125	-54.563694
-19514.648438	-55.081641
-19511.718750	-55.145326
-19508.789062	-54.829172
-19505.859375	-55.468312
-19502.929688	-55.412415
-19500.000000	-54.939774
-19497.070312	-55.078290
-19494.140625	-54.848528
-19491.210938	-54.584421
-19488.281250	-53.854960
-19485.351562	-54.283286
-19482.421875	-55.248031
-19479.492188	-54.573192
-19476.562500	-54.008980
-19473.632812	-53.890232
-19470.703125	-55.020714
-19467.773438	-54.614595
-19464.843750	-54.322943
-19461.914062	-54.534572
-19458.984375	-55.492119
-19456.054688	-54.592864
-19453.125000	-55.180645
-19450.195312	-55.458314
-19447.265625	-55.050711
-19444.335938	-55.179967
-19441.406250	-54.350323
-19438.476562	-54.316754
-19435.546875	-54.048824
-19432.617188	-54.082902
-19429.687500	-54.502817
-19426.757812	-54.717913
-19423.828125	-54.926988
-19420.898438	-55.297821
-19417.968750	-54.560741
-19415.039062	-54.018433
-19412.109375	-53.789872
-19409.179688	-54.321584
-19406.250000	-55.041091
-19403.320312	-54.245335
-19400.390625	-54.115827
-19397.460938	-54.312238
-19394.531250	-54.614116
-19391.601562	-54.927844
-19388.671875	-54.758765
-19385.742188	-53.546308
-19382.812500	-54.561096
-19379.882812	-55.197017
-19376.953125	-55.199141
-19374.023438	-54.860760
-19371.093750	-55.071846
-19368.164062	-54.824126
-19365.234375	-54.306273
-19362.304688	-54.017067
-19359.375000	-54.605488
-19356.445312	-54.779637
-19353.515625	-53.882744
-19350.585938	-54.091886
-19347.656250	-53.698162
-19344.726562	-53.640330
-19341.796875	-54.051998
-19338.867188	-54.510044
-19335.937500	-55.295005
-19333.007812	-55.523339
-19330.078125	-54.899684
-19327.148438	-54.731663
-19324.218750	-54.296149
-19321.289062	-54.926621
-19318.359375	-54.455607
-19315.429688	-54.273216
-19312.500000	-54.970496
-19309.570312	-54.016138
-19306.640625	-53.834810
-19303.710938	-55.738067
-19300.781250	-55.209306
-19297.851562	-55.102383
-19294.921875	-54.986048
-19291.992188	-55.088826
-19289.062500	-54.385476
-19286.132812	-53.771789
-19283.203125	-54.394705
-19280.273438	-54.940761
-19277.343750	-54.534939
-19274.414062	-54.758409
-19271.484375	-55.211418
-19268.554688	-53.766575
-19265.625000	-54.207577
-19262.695312	-54.072975
-19259.765625	-53.829367
-19256.835938	-54.797893
-19253.906250	-53.850012
-19250.976562	-53.759091
-19248.046875	-54.268272
-19245.117188	-54.254973
-19242.187500	-54.624693
-19239.257812	-54.508656
-19236.328125	-53.962263
-19233.398438	-55.056538
-19230.468750	-53.973137
-19227.539062	-53.789268
-19224.609375	-55.613232
-19221.679688	-54.663957
-19218.750000	-53.825515
-19215.820312	-54.359905
-19212.890625	-54.587761
-19209.960938	-54.164283
-19207.031250	-53.869888
-19204.101562	-54.644402
-19201.171875	-55.201041
-19198.242188	-54.770798
-19195.312500	-54.394777
-19192.382812	-54.118071
-19189.453125	-54.888943
-19186.523438	-54.884489
-19183.593750	-54.905424
-19180.664062	-54.899378
-19177.734375	-54.017137
-19174.804688	-54.754752
-19171.875000	-54.715356
-19168.945312	-54.310904
-19166.015625	-54.712761
-19163.085938	-54.875111
-19160.156250	-54.533359
-19157.226562	-54.725049
-19154.296875	-54.673302
-19151.367188	-54.491439
-19148.437500	-55.515103
-19145.507812	-55.713199
-19142.578125	-55.384500
-19139.648438	-55.332256
-19136.718750	-55.241553
-19133.789062	-54.868283
-19130.859375	-55.386930
-19127.929688	-55.288919
-19125.000000	-54.407291
-19122.070312	-54.007470
-19119.140625	-54.038302
-19116.210938	-55.383599
-19113.281250	-54.964738
-19110.351562	-54.806424
-19107.421875	-55.001692
-19104.492188	-54.418368
-19101.562500	-53.186752
-19098.632812	-54.343832
-19095.703125	-55.691319
-19092.773438	-55.094548
-19089.843750	-54.712078
-19086.914062	-54.442401
-19083.984375	-54.751833
-19081.054688	-54.390220
-19078.125000	-54.561968
-19075.195312	-54.566724
-19072.265625	-54.146897
-19069.335938	-54.473492
-19066.406250	-54.752100
-19063.476562	-54.439337
-19060.546875	-54.995619
-19057.617188	-55.106537
-19054.687500	-55.559764
-19051.757812	-54.785280
-19048.828125	-54.601059
-19045.898438	-55.276403
-19042.968750	-54.268418
-19040.039062	-54.492838
-19037.109375	-54.981664
-19034.179688	-55.865298
-19031.250000	-54.773072
-19028.320312	-53.797085
-19025.390625	-53.609392
-19022.460938	-54.219559
-19019.531250	-54.545294
-19016.601562	-54.889530
-19013.671875	-53.938870
-19010.742188	-53.810982
-19007.812500	-54.334547
-19004.882812	-54.006776
-19001.953125	-55.524357
-18999.023438	-54.696142
-18996.093750	-53.570117
-18993.164062	-54.259655
-18990.234375	-54.697566
-18987.304688	-55.956238
-18984.375000	-54.754212
-18981.445312	-54.476937
-18978.515625	-54.962038
-18975.585938	-55.475127
-18972.656250	-55.525747
-18969.726562	-54.855837
-18966.796875	-54.989013
-18963.867188	-55.179281
-18960.937500	-54.662929
-18958.007812	-54.358436
-18955.078125	-54.642221
-18952.148438	-54.073139
-18949.218750	-55.321463
-18946.289062	-55.569437
-18943.359375	-55.814555
-18940.429688	-55.819814
-18937.500000	-55.605529
-18934.570312	-54.788626
-18931.640625	-54.648907
-18928.710938	-54.726461
-18925.781250	-54.905419
-18922.851562	-54.705644
-18919.921875	-55.172620
-18916.992188	-54.315631
-18914.062500	-55.166406
-18911.132812	-55.842764
-18908.203125	-54.527082
-18905.273438	-53.934772
-18902.343750	-54.684943
-18899.414062	-53.854879
-18896.484375	-55.265292
-18893.554688	-55.149741
-18890.625000	-54.842970
-18887.695312	-55.161987
-18884.765625	-56.022083
-18881.835938	-55.320857
-18878.906250	-54.664734
-18875.976562	-54.991712
-18873.046875	-54.240697
-18870.117188	-53.834923
-18867.187500	-54.918611
-18864.257812	-54.246810
-18861.328125	-54.293361
-18858.398438	-54.383908
-18855.468750	-55.022678
-18852.539062	-55.132143
-18849.609375	-55.940754
-18846.679688	-55.113438
-18843.750000	-55.289661
-18840.820312	-55.080536
-18837.890625	-54.162070
-18834.960938	-54.061530
-18832.031250	-54.452141
-18829.101562	-54.701169
-18826.171875	-55.008316
-18823.242188	-54.916579
-18820.312500	-55.411352
-18817.382812	-53.560631
-18814.453125	-54.449385
-18811.523438	-56.024555
-18808.593750	-55.712730
-18805.664062	-55.712334
-18802.734375	-54.087806
-18799.804688	-54.875775
-18796.875000	-55.246821
-18793.945312	-55.218721
-18791.015625	-54.213402
-18788.085938	-54.498637
-18785.156250	-54.037058
-18782.226562	-53.966160
-18779.296875	-54.773277
-18776.367188	-54.826465
-18773.437500	-54.147784
